bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	id	name2	cdsStartStat	cdsEndStat	exonFrames
797	NM_003521	chr6	+	27815043	27815489	27890800	27891181	1	27890800,	27891246,	0	HIST1H2BM	cmpl	cmpl	0,
797	NM_021968	chr6	+	27824124	27824480	27899881	27900193	1	27899881,	27900237,	0	HIST1H4J	cmpl	cmpl	0,
797	NM_003541	chr6	-	27831173	27831527	27906972	27907284	1	27906930,	27907284,	0	HIST1H4K	cmpl	cmpl	0,
797	NM_003510	chr6	-	27837879	27838339	27913703	27914096	1	27913636,	27914096,	0	HIST1H2AK	cmpl	cmpl	0,
797	NM_003520	chr6	+	27838661	27839110	27914418	27914799	1	27914418,	27914867,	0	HIST1H2BN	cmpl	cmpl	0,
798	NM_003511	chr6	+	27865328	27865798	27941111	27941504	1	27941085,	27941555,	0	HIST1H2AL	cmpl	cmpl	0,
798	NM_005322	chr6	-	27866791	27867581	27942605	27943286	1	27942548,	27943338,	0	HIST1H1B	cmpl	cmpl	0,
798	NM_003533	chr6	-	27871844	27872321	27947661	27948072	1	27947601,	27948078,	0	HIST1H3I	cmpl	cmpl	0,
798	NM_003546	chr6	-	27873147	27873511	27948955	27949267	1	27948904,	27949268,	0	HIST1H4L	cmpl	cmpl	0,
798	NM_003535	chr6	-	27890314	27890792	27966138	27966549	1	27966071,	27966549,	0	HIST1H3J	cmpl	cmpl	0,
798	NM_003514	chr6	-	27892698	27893185	27968513	27968906	1	27968455,	27968942,	0	HIST1H2AM	cmpl	cmpl	0,
798	NM_003527	chr6	+	27893424	27893891	27969219	27969600	1	27969181,	27969648,	0	HIST1H2BO	cmpl	cmpl	0,
798	NM_033057	chr6	-	27911245	27912319	27987002	27988076	1	27987002,	27988076,	0	OR2B2	cmpl	cmpl	0,
798	NM_012367	chr6	+	27957240	27958182	28032997	28033939	1	28032997,	28033939,	0	OR2B6	cmpl	cmpl	0,
799	NM_003447	chr6	+	28078793	28089562	28161237	28165227	5	28154550,28156382,28161237,28161928,28164319,	28154729,28157287,28161648,28162067,28165319,	0	ZNF165	cmpl	cmpl	-1,-1,0,0,1,
799	NR_024063	chr6	+	28091150	28095714	28171471	28171471	2	28166907,28168095,	28167241,28171471,	0	ZSCAN12L1	unk	unk	-1,-1,
800	NM_025231	chr6	+	28124608	28130078	28201200	28205707	4	28200365,28201169,28202539,28205186,	28200434,28201587,28202678,28205835,	0	ZSCAN16	cmpl	cmpl	-1,0,0,1,
800	NM_006298	chr6	+	28141937	28157458	28224164	28229774	6	28217694,28224072,28225239,28227601,28228017,28228812,	28217786,28224581,28225381,28227693,28228141,28233215,	0	ZNF192	cmpl	cmpl	-1,0,0,1,0,1,
800	NM_001145129	chr6	+	28161772	28169597	28242315	28243125	5	28237529,28238336,28240505,28242257,28245158,	28237578,28238523,28240658,28243311,28245354,	0	ZNF389	cmpl	cmpl	-1,-1,-1,0,-1,
800	NR_002936	chr6	-	28215337	28218929	28294686	28294686	1	28291094,	28294686,	0	LOC222699	unk	unk	-1,
800	NM_006299	chr6	+	28225294	28233482	28302841	28308935	4	28301051,28302768,28303446,28308318,	28301123,28303261,28303594,28309239,	0	ZNF193	cmpl	cmpl	-1,0,0,1,
801	NM_019110	chr6	-	28244711	28252224	28320872	28327737	5	28320468,28322725,28323823,28325443,28327314,	28321732,28322849,28323906,28325591,28327981,	0	ZKSCAN4	cmpl	cmpl	1,0,1,0,0,
801	NM_001007531	chr6	+	28259319	28260958	28335128	28336337	1	28335076,	28336715,	0	NKAPL	cmpl	cmpl	0,
801	NM_001023560	chr6	+	28267009	28278203	28347676	28352852	4	28342766,28347610,28348425,28351950,	28342970,28348095,28348543,28353959,	0	ZNF187	cmpl	cmpl	-1,0,0,1,
801	NM_001111039	chr6	+	28267009	28278203	28347676	28352852	4	28342766,28347610,28348425,28351950,	28342970,28348092,28348543,28353959,	0	ZNF187	cmpl	cmpl	-1,0,0,1,
801	NM_152736	chr6	+	28267009	28278203	28347676	28352852	4	28342766,28347610,28348425,28351950,	28342970,28347691,28348543,28353959,	0	ZNF187	cmpl	cmpl	-1,0,0,1,
801	NM_032507	chr6	+	28281586	28302549	28359569	28378040	7	28357342,28359531,28361306,28362835,28372571,28373650,28376479,	28357674,28359965,28361463,28362924,28372701,28373747,28378305,	0	PGBD1	cmpl	cmpl	-1,0,0,1,0,1,2,
801	NM_001135216	chr6	-	28324739	28336134	28401921	28405439	4	28400495,28403138,28405058,28411585,	28402610,28403289,28405534,28411890,	0	ZNF323	cmpl	cmpl	1,0,0,-1,
801	NR_024164	chr6	-	28324739	28336134	28411890	28411890	3	28400495,28403138,28411585,	28402610,28403289,28411890,	0	ZNF323	unk	unk	-1,-1,-1,
801	NM_030899	chr6	-	28324739	28336375	28401921	28405439	4	28400495,28403138,28405058,28411837,	28402610,28403289,28405534,28412131,	0	ZNF323	cmpl	cmpl	1,0,0,-1,
801	NR_024165	chr6	-	28324739	28336375	28412131	28412131	3	28400495,28403138,28411837,	28402610,28403289,28412131,	0	ZNF323	unk	unk	-1,-1,-1,
801	NM_145909	chr6	-	28324737	28354195	28401921	28405439	8	28400493,28403138,28405058,28412545,28413511,28417501,28429617,28429886,	28402610,28403289,28405470,28412699,28413649,28417548,28429708,28429951,	0	ZNF323	cmpl	cmpl	1,0,0,-1,-1,-1,-1,-1,
801	NM_001135215	chr6	-	28324739	28356271	28401921	28405439	8	28400495,28403138,28405058,28412545,28417501,28429617,28431078,28431801,	28402610,28403289,28405470,28412699,28417551,28429708,28431430,28432027,	0	ZNF323	cmpl	cmpl	1,0,0,-1,-1,-1,-1,-1,
801	NM_024493	chr6	+	28349913	28366747	28435342	28442041	6	28425669,28435280,28437079,28439058,28439447,28441181,	28425823,28435744,28437227,28439141,28439571,28442503,	0	ZKSCAN3	cmpl	cmpl	-1,0,0,1,0,1,
802	NM_001145043	chr6	-	28378992	28399733	28458244	28474161	6	28454748,28457946,28466351,28468657,28473759,28475412,	28456627,28458365,28467498,28468802,28474229,28475489,	0	ZSCAN12	cmpl	cmpl	-1,2,1,0,0,-1,
802	NM_001012455	chr6	-	28432654	28443502	28510220	28512022	4	28508410,28511215,28511614,28519154,	28510834,28511363,28512099,28519258,	0	ZSCAN23	cmpl	cmpl	1,0,0,-1,
803	NM_182701	chr6	-	28503295	28515793	28580047	28591499	5	28579051,28581458,28582067,28586506,28591412,	28580254,28581558,28582185,28586660,28591549,	0	GPX6	cmpl	cmpl	0,2,1,0,0,
803	NM_003996	chr6	+	28526011	28534951	28601769	28608138	4	28601767,28605206,28608076,28609716,	28601856,28605360,28608176,28610707,	0	GPX5	cmpl	cmpl	0,0,1,-1,
803	NM_001509	chr6	+	28526011	28534951	28601769	28609923	5	28601767,28605206,28607533,28608076,28609716,	28601856,28605360,28607651,28608176,28610707,	0	GPX5	cmpl	cmpl	0,0,1,2,0,
803	NM_052923	chr6	-	28571629	28587335	28647666	28662473	4	28647385,28650399,28655027,28662053,	28649583,28651892,28655175,28663091,	0	SCAND3	cmpl	cmpl	0,1,0,0,
806	NM_006510	chr6	-	28903001	28923991	28979825	28999388	8	28978757,28982991,28984563,28984728,28987451,28995767,28997647,28998968,	28980421,28983018,28984596,28984844,28987474,28995998,28997743,28999747,	0	TRIM27	cmpl	cmpl	1,1,1,2,0,0,0,0,
806	NM_001010877	chr6	-	28994816	29005260	29070756	29079710	7	29070572,29074489,29075242,29075711,29079268,29079701,29080763,	29072342,29074594,29075369,29075803,29079350,29079970,29081016,	0	ZNF311	cmpl	cmpl	1,1,0,1,0,0,-1,
807	NM_030903	chr6	-	29044212	29045175	29119968	29120931	1	29119968,	29120931,	0	OR2W1	cmpl	cmpl	0,
807	NM_001005226	chr6	-	29086207	29087313	29162062	29163004	1	29161963,	29163069,	0	OR2B3	cmpl	cmpl	0,
807	NM_001005216	chr6	+	29111890	29112826	29187646	29188582	1	29187646,	29188582,	0	OR2J3	cmpl	cmpl	0,
808	NM_030905	chr6	+	29173533	29174574	29249391	29250330	1	29249289,	29250330,	0	OR2J2	cmpl	cmpl	0,
808	NM_001080842	chr6	-	29262702	29264079	29338458	29339835	2	29338458,29339247,	29338749,29339835,	0	LOC651503	cmpl	cmpl	0,0,
809	NM_030946	chr6	+	29306689	29307655	29382445	29383411	1	29382445,	29383411,	0	OR14J1	cmpl	cmpl	0,
809	NM_030876	chr6	-	29355229	29356277	29430985	29431951	1	29430985,	29432033,	0	OR5V1	cmpl	cmpl	0,
809	NM_030959	chr6	-	29373422	29375291	29450092	29451043	1	29449178,	29451047,	0	OR12D3	cmpl	cmpl	0,
809	NM_013936	chr6	+	29396638	29397671	29472455	29473379	1	29472394,	29473427,	0	OR12D2	cmpl	cmpl	0,
810	NM_013937	chr6	-	29425503	29427732	29502449	29503397	1	29501259,	29503488,	0	OR11A1	cmpl	cmpl	0,
810	NM_013941	chr6	+	29440015	29440954	29515771	29516710	1	29515771,	29516710,	0	OR10C1	cmpl	cmpl	0,
810	NM_030883	chr6	+	29458452	29464322	29537525	29538476	3	29534208,29536159,29537250,	29534325,29536210,29540078,	0	OR2H1	cmpl	cmpl	-1,-1,0,
810	NM_052967	chr6	-	29486765	29487902	29562521	29563658	1	29562521,	29563658,	0	MAS1L	cmpl	cmpl	0,
811	NM_006398	chr6	-	29555612	29559925	29631635	29635457	2	29631368,29635430,	29632106,29635681,	0	UBD	cmpl	cmpl	0,0,
811	NR_003049	chr6	+	29582251	29582328	29658084	29658084	1	29658007,	29658084,	0	SNORD32B	unk	unk	-1,
811	NM_007160	chr6	+	29587905	29588968	29663700	29664639	1	29663661,	29664724,	0	OR2H2	cmpl	cmpl	0,
811	NM_021903	chr6	-	29602227	29628228	29679298	29703547	18	29677983,29680249,29680615,29681324,29682146,29682652,29682857,29684356,29684984,29686679,29688306,29688998,29696856,29697507,29697859,29699060,29699645,29703241,	29679472,29680393,29680744,29681452,29682240,29682760,29682974,29684489,29685135,29686757,29688370,29689241,29697048,29697573,29697961,29699231,29699780,29703984,	0	GABBR1	cmpl	cmpl	0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,
811	NM_021905	chr6	-	29602227	29633185	29684460	29708141	22	29677983,29680249,29680615,29681324,29682146,29682652,29682857,29684356,29686679,29688306,29688998,29696856,29697507,29697859,29699060,29699645,29703241,29704842,29706213,29707151,29708056,29708605,	29679472,29680393,29680744,29681452,29682240,29682760,29682974,29684489,29686757,29688370,29689241,29697048,29697573,29697961,29699231,29699780,29703402,29704863,29706399,29707355,29708141,29708941,	0	GABBR1	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,-1,
811	NM_001470	chr6	-	29602227	29633185	29679298	29708141	23	29677983,29680249,29680615,29681324,29682146,29682652,29682857,29684356,29684984,29686679,29688306,29688998,29696856,29697507,29697859,29699060,29699645,29703241,29704842,29706213,29707151,29708056,29708605,	29679472,29680393,29680744,29681452,29682240,29682760,29682974,29684489,29685135,29686757,29688370,29689241,29697048,29697573,29697961,29699231,29699780,29703402,29704863,29706399,29707355,29708141,29708941,	0	GABBR1	cmpl	cmpl	0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,-1,
811	NM_021904	chr6	-	29602227	29633185	29679298	29708141	22	29677983,29680249,29680615,29681324,29682146,29682652,29682857,29684356,29684984,29686679,29688306,29688998,29696856,29697507,29697859,29699060,29699645,29703241,29704842,29707151,29708056,29708605,	29679472,29680393,29680744,29681452,29682240,29682760,29682974,29684489,29685135,29686757,29688370,29689241,29697048,29697573,29697961,29699231,29699780,29703402,29704863,29707355,29708141,29708941,	0	GABBR1	cmpl	cmpl	0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,-1,
811	NM_206810	chr6	+	29657031	29672372	29732965	29747206	7	29732787,29735074,29741907,29743398,29743659,29746456,29747177,	29733053,29735422,29742021,29743419,29743680,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,
811	NM_001008228	chr6	+	29657031	29672372	29732965	29746941	8	29732787,29735074,29741907,29743398,29743659,29745929,29746456,29746927,	29733053,29735422,29742021,29743419,29743680,29745977,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,1,
811	NM_206813	chr6	+	29657031	29672372	29732965	29740465	9	29732787,29735074,29740385,29741907,29743398,29743659,29746036,29746456,29747177,	29733053,29735422,29740523,29742021,29743419,29743680,29746153,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,-1,-1,-1,-1,-1,-1,
811	NM_206814	chr6	+	29657031	29672372	29732965	29740465	9	29732787,29735074,29740385,29741907,29743398,29743659,29746036,29746456,29746927,	29733053,29735422,29740523,29742021,29743419,29743680,29746153,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,-1,-1,-1,-1,-1,-1,
811	NM_002433	chr6	+	29657031	29672372	29732965	29747206	8	29732787,29735074,29741907,29743398,29743659,29746036,29746456,29747177,	29733053,29735422,29742021,29743419,29743680,29746153,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,1,
811	NM_206811	chr6	+	29657031	29672372	29732965	29747206	8	29732787,29735074,29741907,29743398,29743659,29745929,29746456,29747177,	29733053,29735422,29742021,29743419,29743680,29745977,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,1,
811	NM_206809	chr6	+	29657031	29672372	29732965	29746941	8	29732787,29735074,29741907,29743398,29743659,29746036,29746456,29746927,	29733053,29735422,29742021,29743419,29743680,29746153,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,1,
811	NM_206812	chr6	+	29657031	29672372	29732965	29746941	7	29732787,29735074,29741907,29743398,29743659,29746456,29746927,	29733053,29735422,29742021,29743419,29743680,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,
811	NM_001008229	chr6	+	29657031	29672372	29732965	29747206	6	29732787,29735074,29741907,29743398,29743659,29747177,	29733053,29735422,29742021,29743419,29743680,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,
101	NM_001109809	chr6	-	29672482	29681110	29748255	29752759	6	29748238,29751141,29751688,29752636,29752729,29756817,	29749514,29751243,29751815,29752669,29753122,29756866,	0	ZFP57	cmpl	cmpl	1,1,0,0,0,-1,
812	NM_001098478	chr6	+	29723339	29726526	29799219	29802163	6	29799095,29799413,29799928,29801202,29801766,29802158,	29799283,29799683,29800204,29801319,29801799,29802282,	0	HLA-F	cmpl	cmpl	0,1,1,1,1,1,
812	NM_018950	chr6	+	29723339	29726526	29799219	29802163	7	29799095,29799413,29799928,29800786,29801202,29801766,29802158,	29799283,29799683,29800204,29801062,29801319,29801799,29802282,	0	HLA-F	cmpl	cmpl	0,1,1,1,1,1,1,
812	NM_001098479	chr6	+	29723339	29727296	29799219	29802931	7	29799095,29799413,29799928,29800786,29801202,29801766,29802638,	29799283,29799683,29800204,29801062,29801319,29801799,29803052,	0	HLA-F	cmpl	cmpl	0,1,1,1,1,1,1,
812	NR_026973	chr6	-	29726600	29749049	29824805	29824805	2	29802356,29824655,	29802895,29824805,	0	LOC285830	unk	unk	-1,-1,
812	NR_026972	chr6	-	29726600	29749049	29824805	29824805	6	29802356,29804120,29813721,29814306,29822903,29824655,	29802895,29804251,29814192,29814642,29823181,29824805,	0	LOC285830	unk	unk	-1,-1,-1,-1,-1,-1,
812	NR_001590	chr6	-	29750806	29751148	29826904	29826904	1	29826562,	29826904,	0	IFITM4P	unk	unk	-1,
812	NR_002139	chr6	-	29791031	29793073	29868829	29868829	1	29866787,	29868829,	0	HCG4	unk	unk	-1,
813	NM_002127	chr6	+	29826978	29831122	29903600	29906138	8	29902734,29903488,29903802,29904298,29905173,29905571,29906133,29906523,	29902800,29903673,29904072,29904574,29905449,29905688,29906166,29906878,	0	HLA-G	cmpl	cmpl	-1,0,1,1,1,1,1,-1,
813	NR_001434	chr6	+	29887751	29890489	29966245	29966245	7	29963507,29963710,29964222,29965083,29965462,29966019,29966194,	29963586,29963980,29964498,29965360,29965579,29966052,29966245,	0	HLA-H	unk	unk	-1,-1,-1,-1,-1,-1,-1,
813	NR_001318	chr6	+	29899030	29902652	29978408	29978408	1	29974786,	29978408,	0	HCG2P7	unk	unk	-1,
813	NR_001317	chr6	-	29924591	29925651	30001407	30001407	1	30000347,	30001407,	0	HCG4P6	unk	unk	-1,
814	NM_002116	chr6	+	29942553	29945877	30018309	30021211	8	30018309,30018512,30019023,30019877,30020255,30020814,30020989,30021206,	30018382,30018782,30019299,30020153,30020372,30020847,30021037,30021633,	0	HLA-A	cmpl	cmpl	0,1,1,1,1,1,1,1,
814	NM_005844	chr6	+	29975114	29978400	30050907	30051141	3	30050870,30053409,30053973,	30051273,30053473,30054156,	0	HCG9	cmpl	cmpl	0,-1,-1,
814	NM_001080840	chr6	+	29942548	30009374	30018309	30085127	7	30018304,30018512,30019023,30019877,30020255,30084900,30085083,	30018382,30018782,30019299,30020153,30020372,30084934,30085130,	0	HLA-A29.1	cmpl	cmpl	0,1,1,1,1,1,0,
814	NR_024240	chr6	+	30005970	30009954	30085710	30085710	7	30081726,30082195,30082555,30083944,30084793,30085075,30085290,	30081895,30082425,30082825,30084218,30084933,30085123,30085710,	0	HLA-J	unk	unk	-1,-1,-1,-1,-1,-1,-1,
814	NR_026751	chr6	-	30001011	30061184	30136940	30136940	6	30076767,30110663,30111671,30133870,30136496,30136834,	30078488,30110866,30111739,30133946,30136751,30136940,	0	NCRNA00171	unk	unk	-1,-1,-1,-1,-1,-1,
814	NM_170783	chr6	+	30061258	30064909	30137280	30140453	4	30137014,30137672,30137979,30140428,	30137425,30137773,30138089,30140665,	0	ZNRD1	cmpl	cmpl	0,1,0,2,
814	NM_014596	chr6	+	30061258	30064909	30137280	30140453	5	30137014,30137270,30137672,30137979,30140428,	30137154,30137425,30137773,30138089,30140665,	0	ZNRD1	cmpl	cmpl	-1,0,1,0,2,
814	NM_021959	chr6	+	30067154	30070331	30143166	30145062	3	30142910,30144345,30144859,	30143235,30144454,30146087,	0	PPP1R11	cmpl	cmpl	0,0,1,
101	NM_170769	chr6	-	30070265	30075851	30146866	30151545	5	30146021,30147154,30148912,30149211,30150978,	30146956,30147447,30149004,30149234,30151607,	0	RNF39	cmpl	cmpl	0,1,2,0,0,
101	NM_025236	chr6	-	30070265	30075851	30146866	30151545	4	30146021,30148912,30149211,30150978,	30147447,30149004,30149234,30151607,	0	RNF39	cmpl	cmpl	1,2,0,0,
815	NM_007028	chr6	-	30102896	30113090	30179291	30188561	9	30178652,30179857,30180923,30183808,30184781,30186203,30187403,30188144,30188819,	30179545,30179923,30180998,30183924,30184804,30186434,30187499,30188644,30188846,	0	TRIM31	cmpl	cmpl	1,1,1,2,0,0,0,0,-1,
815	NM_138700	chr6	+	30136732	30148735	30212792	30223568	5	30212488,30221749,30222827,30223275,30223480,	30213137,30221845,30222965,30223298,30224491,	0	TRIM40	cmpl	cmpl	0,0,0,0,2,
815	NM_006778	chr6	-	30151946	30160934	30229724	30236614	7	30227702,30231482,30232694,30233124,30234154,30234905,30236185,	30230242,30231515,30232810,30233147,30234385,30235001,30236690,	0	TRIM10	cmpl	cmpl	1,1,2,0,0,0,0,
815	NM_052828	chr6	-	30151946	30160934	30229443	30236614	8	30227702,30230066,30231482,30232694,30233124,30234154,30234905,30236185,	30229527,30230242,30231515,30232810,30233147,30234385,30235001,30236690,	0	TRIM10	cmpl	cmpl	0,1,1,2,0,0,0,0,
815	NM_033229	chr6	+	30163205	30172696	30239440	30248105	7	30238961,30242931,30244055,30244996,30246256,30246731,30247587,	30239821,30243027,30244286,30245019,30246372,30246764,30248452,	0	TRIM15	cmpl	cmpl	0,0,0,0,2,1,1,
101	NM_003449	chr6	-	30184454	30213376	30261631	30274859	10	30260210,30264922,30265173,30265768,30272271,30274184,30274421,30276790,30280411,30289060,	30262314,30264955,30265289,30265791,30272502,30274280,30275020,30276894,30280521,30289132,	0	TRIM26	cmpl	cmpl	1,1,2,0,0,0,0,-1,-1,-1,
816	NM_001004349	chr6	+	30259596	30266951	30336308	30339183	7	30335352,30335682,30336152,30336959,30337342,30338050,30339031,	30335453,30335840,30336363,30337235,30337459,30338098,30342707,	0	FLJ45422	cmpl	cmpl	-1,-1,0,1,1,1,1,
816	NR_024053	chr6	-	30287396	30327150	30402906	30402906	4	30363152,30370226,30371887,30402109,	30368355,30370720,30371993,30402906,	0	HCG18	unk	unk	-1,-1,-1,-1,
816	NR_024052	chr6	-	30287396	30327150	30402906	30402906	5	30363152,30370226,30371887,30390024,30402109,	30368355,30370720,30371993,30390238,30402906,	0	HCG18	unk	unk	-1,-1,-1,-1,-1,
12	NM_021253	chr6	+	30326843	30343728	30405073	30418015	9	30402599,30404644,30405066,30406536,30411500,30415663,30416027,30416260,30417467,	30402751,30404797,30405526,30406632,30411731,30415686,30416117,30416376,30419484,	0	TRIM39	cmpl	cmpl	-1,-1,0,0,0,0,2,2,1,
12	NM_172016	chr6	+	30327230	30343728	30405073	30418015	8	30402986,30404644,30405066,30406536,30411500,30415663,30416260,30417467,	30403452,30404797,30405526,30406632,30411731,30415686,30416376,30419484,	0	TRIM39	cmpl	cmpl	-1,-1,0,0,0,0,2,1,
817	NM_024839	chr6	+	30345159	30346855	30420927	30422566	5	30420915,30421053,30421246,30422187,30422468,	30420984,30421154,30421329,30422313,30422611,	0	RPP21	cmpl	cmpl	0,0,2,1,1,
818	NM_005516	chr6	+	30489493	30493316	30565287	30568337	8	30565249,30565481,30565995,30566892,30567292,30568159,30568296,30568504,	30565351,30565751,30566271,30567168,30567409,30568192,30568339,30569072,	0	HLA-E	cmpl	cmpl	0,1,1,1,1,1,1,-1,
818	NM_005275	chr6	-	30545916	30557231	30621827	30631959	12	30621672,30622451,30622867,30623107,30628222,30628839,30629105,30630330,30630519,30630810,30631310,30631886,	30622069,30622592,30623030,30623286,30628417,30628935,30629313,30630402,30630671,30630947,30631476,30632987,	0	GNL1	cmpl	cmpl	1,1,0,1,1,1,0,0,1,2,1,0,
818	NM_001077497	chr6	+	30556978	30564403	30633100	30638251	3	30632734,30637589,30638144,	30633206,30637880,30640159,	0	PRR3	cmpl	cmpl	0,1,1,
818	NM_025263	chr6	+	30556978	30564403	30633100	30638251	4	30632734,30633905,30637589,30638144,	30633206,30633968,30637880,30640159,	0	PRR3	cmpl	cmpl	0,1,1,1,
818	NM_001025091	chr6	+	30571392	30591532	30647243	30666457	25	30647148,30653164,30653573,30653831,30654103,30654225,30655686,30656161,30658149,30658821,30659363,30659560,30659947,30660173,30661015,30661313,30661634,30661889,30662229,30662396,30665443,30665561,30665904,30666061,30666290,	30647316,30653211,30653669,30653958,30654141,30654333,30655761,30656275,30658263,30658944,30659464,30659646,30660087,30660322,30661099,30661438,30661747,30662061,30662304,30662467,30665476,30665730,30665969,30666134,30667288,	0	ABCF1	cmpl	cmpl	0,1,0,0,1,0,0,0,0,0,0,2,1,0,2,2,1,0,1,1,0,0,1,0,1,
818	NM_001090	chr6	+	30571392	30591532	30647243	30666457	24	30647148,30653164,30653573,30653831,30654103,30654225,30655686,30656161,30658821,30659363,30659560,30659947,30660173,30661015,30661313,30661634,30661889,30662229,30662396,30665443,30665561,30665904,30666061,30666290,	30647316,30653211,30653669,30653958,30654141,30654333,30655761,30656275,30658944,30659464,30659646,30660087,30660322,30661099,30661438,30661747,30662061,30662304,30662467,30665476,30665730,30665969,30666134,30667288,	0	ABCF1	cmpl	cmpl	0,1,0,0,1,0,0,0,0,0,2,1,0,2,2,1,0,1,1,0,0,1,0,1,
819	NM_002714	chr6	-	30600404	30617243	30677304	30685700	20	30676160,30677691,30678601,30678965,30679227,30679535,30679763,30680108,30680343,30680749,30681678,30681893,30682223,30682534,30683595,30684534,30684832,30685593,30692233,30692979,	30677414,30678447,30678715,30679041,30679422,30679599,30680010,30680267,30680491,30680850,30681791,30681999,30682397,30682612,30683647,30684670,30684919,30685711,30692754,30692999,	0	PPP1R10	cmpl	cmpl	1,1,1,0,0,2,1,1,0,1,2,1,1,1,0,2,2,0,-1,-1,
819	NM_014046	chr6	+	30617708	30626397	30693621	30701553	7	30693464,30695248,30695464,30695676,30698587,30700638,30701257,	30693699,30695357,30695562,30695745,30698654,30700698,30702153,	0	MRPS18B	cmpl	cmpl	0,0,1,0,0,1,1,
819	NM_024909	chr6	+	30626835	30644671	30702641	30719318	11	30702591,30703215,30703391,30703606,30703787,30704084,30716132,30716290,30717931,30718523,30719284,	30702748,30703276,30703483,30703667,30703901,30704186,30716178,30716359,30718003,30718767,30720427,	0	C6orf134	cmpl	cmpl	0,2,0,2,0,0,0,1,1,1,2,
819	NM_001109938	chr6	+	30647023	30653205	30722987	30728671	6	30722779,30725313,30726749,30727021,30728403,30728557,	30723059,30725715,30726838,30727222,30728473,30728961,	0	C6orf136	cmpl	cmpl	0,0,0,2,2,0,
819	NM_145029	chr6	+	30647420	30653205	30725670	30728671	6	30723176,30725313,30726749,30727021,30728403,30728557,	30723602,30725715,30726838,30727222,30728473,30728961,	0	C6orf136	cmpl	cmpl	-1,0,0,2,2,0,
819	NM_003587	chr6	-	30653129	30672980	30728997	30748597	20	30728885,30730461,30730930,30731190,30731953,30732146,30732352,30732707,30735227,30735491,30735787,30738382,30738666,30740556,30740826,30741234,30746165,30746545,30746791,30748390,	30729126,30730635,30731092,30731353,30732021,30732265,30732515,30732848,30735380,30735590,30735998,30738498,30738777,30740748,30741030,30741489,30746222,30746708,30747030,30748736,	0	DHX16	cmpl	cmpl	0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,
819	NM_001134870	chr6	-	30676389	30687316	30753024	30761774	4	30752145,30754934,30760163,30762869,	30753044,30755145,30761802,30763072,	0	KIAA1949	cmpl	cmpl	1,0,0,-1,
819	NM_133471	chr6	-	30676389	30687895	30753024	30761774	3	30752145,30754934,30760163,	30753044,30755145,30763651,	0	KIAA1949	cmpl	cmpl	1,0,0,
819	NM_007243	chr6	-	30688048	30690992	30764416	30766730	4	30763804,30765031,30765802,30766597,	30764698,30765208,30765999,30766748,	0	NRM	cmpl	cmpl	0,0,1,0,
819	NM_014641	chr6	-	30699806	30717681	30776220	30790931	15	30775562,30778308,30778507,30778859,30779173,30779376,30783139,30783321,30787167,30787422,30787629,30789403,30789558,30790795,30793000,	30776388,30778419,30778633,30779042,30779293,30781854,30783210,30784113,30787260,30787482,30789110,30789473,30789939,30790934,30793437,	0	MDC1	cmpl	cmpl	0,0,0,0,0,0,1,1,1,1,2,1,1,0,-1,
819	NM_178014	chr6	+	30720379	30725418	30796262	30800153	4	30796135,30798292,30798673,30799095,	30796319,30798401,30798784,30801174,	0	TUBB	cmpl	cmpl	0,0,1,1,
820	NM_005803	chr6	-	30727733	30742676	30803871	30817945	13	30803489,30805777,30806183,30806437,30806674,30815913,30816251,30816434,30816945,30817369,30817547,30817902,30818282,	30803901,30805942,30806321,30806483,30806856,30816066,30816347,30816554,30817089,30817460,30817623,30817959,30818432,	0	FLOT1	cmpl	cmpl	0,0,0,2,0,0,0,0,0,2,1,0,-1,
820	NM_003897	chr6	-	30743198	30744550	30819691	30820274	2	30818954,30820064,	30819952,30820306,	0	IER3	cmpl	cmpl	0,0,
